trial,time_ms,pressure_kpa,distance_mm
16,120,2.113,8.68
16,140,2.085,8.57
16,160,2.033,8.63
16,180,1.939,8.67
16,200,1.834,8.53
16,220,1.893,8.84
16,240,1.899,9.15
16,260,1.861,9.08
16,280,1.844,9.15
16,300,1.869,9.38
16,320,1.808,9.4
16,340,1.808,9.02
16,360,1.828,9.02
16,380,1.793,9.22
16,400,1.797,9.55
16,420,1.806,9.28
16,440,1.775,9.23
16,460,1.79,9.09
16,480,1.737,9.35
16,500,1.782,9.39
16,520,1.716,9.38
16,540,1.811,9.15
16,560,1.781,9.57
16,580,1.742,8.91
16,600,1.801,9.57
16,620,1.741,9.35
16,640,1.766,9.51
16,660,1.811,9.19
16,680,1.801,8.91
16,700,1.743,9.37
16,720,1.728,9.43
16,740,1.803,9.21
16,760,1.751,9.29
16,780,1.78,9.42
16,800,1.774,9.37
16,820,1.784,9.28
16,840,1.758,9.22
16,860,1.74,9.32
16,880,1.823,9.32
16,900,1.76,9.58
16,920,1.807,9.67
16,940,1.698,9.43
16,960,1.761,9.65
16,980,1.807,9.56
16,1000,1.811,9.35
16,1020,1.719,9.47
16,1040,1.733,9.28
16,1060,1.753,9.25
16,1080,1.781,9.21
16,1100,1.718,9.15
16,1120,1.784,9.5
16,1140,1.833,9.29
16,1160,1.818,9.1
16,1180,1.766,9.35
16,1200,1.716,9.39
16,1220,1.731,9.33
16,1240,1.74,9.28
16,1260,1.778,9.52
16,1280,1.795,9.39
16,1300,1.787,9.38
16,1320,1.74,9.42
16,1340,1.746,9.18
16,1360,1.766,9.22
16,1380,1.755,9.33
16,1400,1.795,9.57
16,1420,1.768,9.28
16,1440,1.739,9.45
16,1460,1.764,9.73
16,1480,1.808,9.42
17,0,2.9,6.85
17,20,2.673,6.27
17,40,2.485,5.78
17,60,2.355,5.6
17,80,2.286,5.29
17,100,2.202,4.89
17,120,2.097,4.37
17,140,2.059,4.15
17,160,2.022,3.77
17,180,1.934,3.6
17,200,1.94,2.99
17,220,1.939,2.97
17,240,1.906,2.5
17,260,1.899,2.53
17,280,1.799,3.05
17,300,1.809,3.12
17,320,1.85,3.73
17,340,1.814,3.76
17,360,1.836,4.02
17,380,1.747,4.3
17,400,1.788,4.39
17,420,1.869,4.76
17,440,1.815,4.92
17,460,1.773,5.01
17,480,1.821,4.93
17,500,1.84,5.31
17,520,1.836,5.42
17,540,1.77,5.51
17,560,1.791,5.66
17,580,1.743,5.9
17,600,1.832,5.86
17,620,1.82,5.93
17,640,1.75,5.79
17,660,1.77,6.04
17,680,1.806,5.98
17,700,1.782,6.08
17,720,1.787,6.18
17,740,1.81,6.12
17,760,1.828,6.03
17,780,1.808,6.12
17,800,1.82,6.4
17,820,1.789,6.41
17,840,1.787,6.35
17,860,1.856,6.47
17,880,1.78,6.57
17,900,1.836,6.39
17,920,1.758,6.48
17,940,1.814,6.3
17,960,1.786,6.41
17,980,1.796,6.56
17,1000,1.751,6.88
17,1020,1.812,6.61
17,1040,1.763,6.33
17,1060,1.755,6.43
17,1080,1.82,6.51
17,1100,1.783,6.68
17,1120,1.858,6.59
17,1140,1.817,6.74
17,1160,1.805,6.8
17,1180,1.774,6.55
17,1200,1.791,6.69
17,1220,1.792,6.79
17,1240,1.819,6.51
17,1260,1.769,6.67
17,1280,1.826,6.45
17,1300,1.755,6.8
17,1320,1.833,6.87
17,1340,1.817,6.55
17,1360,1.786,6.52
17,1380,1.783,6.84
17,1400,1.791,6.46
17,1420,1.81,6.92
17,1440,1.805,6.69
17,1460,1.727,6.69
17,1480,1.776,6.61
18,0,3.048,9.91
18,20,2.761,9.96
18,40,2.601,10.2
18,60,2.505,10.01
18,80,2.406,10.06
18,100,2.304,10.41
18,120,2.244,10.43
18,140,2.147,10.77
18,160,2.029,10.98
18,180,2.065,11.04
18,200,2.04,11.0
18,220,1.986,11.34
18,240,1.984,11.09
18,260,2.004,10.93
18,280,1.992,10.61
18,300,1.949,10.32
18,320,1.932,10.12
18,340,1.983,10.37
18,360,1.893,10.18
18,380,1.911,10.25
18,400,1.933,10.04
18,420,1.85,10.14
18,440,1.898,9.93
18,460,1.848,9.73
18,480,1.88,9.85
18,500,1.888,9.72
18,520,1.892,9.76
18,540,1.889,10.03
18,560,1.927,10.06
18,580,1.867,9.91
18,600,1.86,9.71
18,620,1.885,9.81
18,640,1.896,9.81
18,660,1.876,9.76
18,680,1.873,9.58
18,700,1.881,9.83
18,720,1.912,9.71
18,740,1.842,9.79
18,760,1.86,9.7
18,780,1.897,9.71
18,800,1.935,9.79
18,820,1.877,9.64
18,840,1.914,9.8
18,860,1.906,9.55
18,880,1.881,9.81
18,900,1.907,9.66
18,920,1.897,9.77
18,940,1.834,9.6
18,960,1.877,9.69
18,980,1.862,9.77
18,1000,1.897,9.8
18,1020,1.914,9.59
18,1040,1.864,9.65
18,1060,1.885,9.74
18,1080,1.904,9.57
18,1100,1.862,9.7
18,1120,1.898,9.44
18,1140,1.889,9.72
18,1160,1.81,9.91
18,1180,1.926,9.89
18,1200,1.916,9.56
18,1220,1.854,9.58
18,1240,1.94,9.69
18,1260,1.887,9.76
18,1280,1.866,9.84
18,1300,1.932,9.93
18,1320,1.861,9.77
18,1340,1.894,9.86
18,1360,1.919,9.8
18,1380,1.858,9.77
18,1400,1.894,9.93
18,1420,1.904,9.75
18,1440,1.908,9.75
18,1460,1.88,9.73
18,1480,1.87,9.62
19,0,2.923,7.31
19,20,2.855,7.35
19,40,2.589,7.2
19,60,2.485,6.92
19,80,2.346,6.71
19,100,2.279,6.74
19,120,2.193,6.83
19,140,2.116,7.23
19,160,2.069,7.41
19,180,2.071,7.17
19,200,1.988,7.15
19,220,1.944,7.24
19,240,1.952,7.43
19,260,1.951,7.41
19,280,1.851,7.48
19,300,1.813,7.46
19,320,1.837,7.06
19,340,1.913,7.18
19,360,1.86,7.55
19,380,1.881,7.47
19,400,1.822,7.45
19,420,1.821,7.27
19,440,1.875,7.35
19,460,1.898,7.7
19,480,1.792,7.61
19,500,1.83,7.66
19,520,1.843,7.49
19,540,1.849,7.67
19,560,1.838,7.64
19,580,1.869,7.37
19,600,1.807,7.52
19,620,1.88,7.59
19,640,1.824,7.51
19,660,1.869,7.62
19,680,1.842,7.52
19,700,1.826,7.33
19,720,1.851,7.69
19,740,1.796,7.37
19,760,1.853,7.41
19,780,1.823,7.72
19,800,1.846,7.28
19,820,1.832,7.34
19,840,1.793,7.42
19,860,1.803,7.63
19,880,1.864,7.34
19,900,1.803,7.53
19,920,1.805,7.46
19,940,1.831,7.48
19,960,1.792,7.42
19,980,1.788,7.63
19,1000,1.822,7.39
19,1020,1.879,7.36
19,1040,1.802,7.31
19,1060,1.851,7.61
19,1080,1.84,7.45
19,1100,1.851,7.4
19,1120,1.771,7.22
19,1140,1.789,7.57
19,1160,1.803,7.46
19,1180,1.831,7.58
19,1200,1.803,7.43
19,1220,1.783,7.53
19,1240,1.839,7.63
19,1260,1.838,7.4
19,1280,1.861,7.21
19,1300,1.853,7.39
19,1320,1.783,7.6
19,1340,1.806,7.25
19,1360,1.862,7.5
19,1380,1.822,7.49
19,1400,1.832,7.59
19,1420,1.846,7.58
19,1440,1.818,7.54
19,1460,1.862,7.79
19,1480,1.826,7.61
20,0,3.041,11.05
20,20,2.819,11.37
20,40,2.631,11.18
20,60,2.504,11.58
20,80,2.413,12.06
20,100,2.331,12.22
20,120,2.231,12.61
20,140,2.168,13.01
20,160,2.079,13.33
20,180,2.076,13.46
20,200,2.081,13.87
20,220,2.007,14.27
20,240,2.024,14.59
20,260,1.982,14.37
20,280,1.997,14.95
20,300,1.961,15.15
20,320,1.945,15.48
20,340,1.932,15.68
20,360,1.973,14.98
20,380,1.904,14.46
20,400,1.893,14.1
20,420,1.855,13.63
20,440,1.925,13.22
20,460,1.907,13.16
20,480,1.918,12.76
20,500,1.883,12.89
20,520,1.876,12.65
20,540,1.915,12.31
20,560,1.925,11.91
20,580,1.897,12.19
20,600,1.884,11.68
20,620,1.885,11.85
20,640,1.876,11.83
20,660,1.881,11.67
20,680,1.905,11.54
20,700,1.889,11.5
20,720,1.867,11.35
20,740,1.87,11.37
20,760,1.871,11.18
20,780,1.831,11.21
20,800,1.905,11.37
20,820,1.866,10.9
20,840,1.877,10.82
20,860,1.889,11.36
20,880,1.858,10.88
20,900,1.896,11.15
20,920,1.869,10.88
20,940,1.882,11.11
20,960,1.917,11.24
20,980,1.826,11.09
20,1000,1.843,11.24
20,1020,1.928,10.98
20,1040,1.87,10.84
20,1060,1.912,11.06
20,1080,1.854,10.81
20,1100,1.902,10.85
20,1120,1.853,11.13
20,1140,1.895,11.12
20,1160,1.914,10.94
20,1180,1.93,10.81
20,1200,1.938,10.84
20,1220,1.849,11.09
20,1240,1.881,11.05
20,1260,1.932,10.87
20,1280,1.859,10.96
20,1300,1.844,10.91
20,1320,1.902,11.08
20,1340,1.869,11.07
20,1360,1.888,10.76
20,1380,1.892,10.9
20,1400,1.874,10.95
20,1420,1.855,10.89
20,1440,1.849,10.97
20,1460,1.877,10.85
20,1480,1.871,11.0
21,0,2.931,6.08
21,20,2.673,6.54
21,40,2.48,6.6
21,60,2.328,7.1
21,80,2.114,7.07
21,100,2.065,7.58
21,120,1.867,7.64
21,140,1.862,7.84
21,160,1.801,7.86
21,180,1.702,7.85
21,200,1.635,7.26
21,220,1.666,7.23
21,240,1.612,7.38
21,260,1.578,7.01
21,280,1.539,7.1
21,300,1.544,6.81
21,320,1.587,6.75
21,340,1.596,6.56
21,360,1.489,6.54
21,380,1.525,6.49
21,400,1.534,6.55
21,420,1.445,6.39
21,440,1.5,6.43
21,460,1.485,6.24
21,480,1.461,6.52
21,500,1.45,6.29
21,520,1.495,6.38
21,540,1.515,6.8
21,560,1.433,6.18
21,580,1.525,6.34
21,600,1.461,6.45
21,620,1.518,6.49
21,640,1.444,6.56
21,660,1.437,6.4
21,680,1.437,6.2
21,700,1.432,6.28
21,720,1.474,6.43
21,740,1.489,6.18
21,760,1.484,6.54
21,780,1.465,6.22
21,800,1.453,6.29
21,820,1.462,6.04
21,840,1.449,6.49
21,860,1.471,6.01
21,880,1.422,6.46
21,900,1.486,6.32
21,920,1.49,6.38
21,940,1.426,6.38
21,960,1.515,6.39
21,980,1.485,6.26
21,1000,1.513,6.14
21,1020,1.523,6.2
21,1040,1.494,6.23
21,1060,1.53,6.21
21,1080,1.484,5.99
21,1100,1.437,5.98
21,1120,1.501,6.57
21,1140,1.473,5.99
21,1160,1.49,6.2
21,1180,1.493,6.57
21,1200,1.489,6.35
21,1220,1.494,6.13
21,1240,1.455,6.43
21,1260,1.517,6.19
21,1280,1.439,6.32
21,1300,1.46,6.22
21,1320,1.471,6.28
21,1340,1.524,6.25
21,1360,1.518,6.41
21,1380,1.477,6.03
21,1400,1.495,6.46
21,1420,1.451,6.19
21,1440,1.467,6.43
21,1460,1.478,6.39
21,1480,1.477,6.27
22,0,2.931,7.58
22,20,2.645,7.86
22,40,2.426,8.4
22,60,2.23,8.89
22,80,2.086,8.93
22,100,1.987,9.28
22,120,1.943,10.2
22,140,1.79,9.99
22,160,1.776,10.78
22,180,1.659,11.0
22,200,1.705,11.43
22,220,1.589,11.75
22,240,1.552,12.04
22,260,1.476,12.02
22,280,1.538,11.48
22,300,1.45,11.25
22,320,1.472,10.82
22,340,1.502,10.76
22,360,1.462,10.31
22,380,1.455,9.9
22,400,1.49,9.74
22,420,1.483,9.59
22,440,1.437,9.49
22,460,1.453,9.31
22,480,1.396,8.84
22,500,1.458,8.58
22,520,1.422,8.53
22,540,1.475,8.57
22,560,1.422,8.32
22,580,1.365,8.48
22,600,1.415,8.49
22,620,1.429,8.2
22,640,1.399,7.89
22,660,1.387,8.08
22,680,1.423,8.1
22,700,1.425,8.11
22,720,1.402,7.84
22,740,1.401,8.21
22,760,1.439,8.14
22,780,1.393,8.07
22,800,1.439,7.47
22,820,1.426,7.84
22,840,1.36,7.94
22,860,1.394,7.88
22,880,1.388,7.71
22,900,1.455,7.98
22,920,1.414,7.76
22,940,1.45,7.87
22,960,1.472,7.57
22,980,1.41,7.82
22,1000,1.388,7.68
22,1020,1.429,7.65
22,1040,1.436,7.55
22,1060,1.377,7.79
22,1080,1.421,7.51
22,1100,1.404,7.73
22,1120,1.452,7.82
22,1140,1.41,7.94
22,1160,1.456,7.91
22,1180,1.421,7.45
22,1200,1.432,7.45
22,1220,1.376,7.68
22,1240,1.369,7.84
22,1260,1.354,7.59
22,1280,1.42,7.46
22,1300,1.395,7.75
22,1320,1.433,7.83
22,1340,1.421,7.93
22,1360,1.409,7.38
22,1380,1.395,7.61
22,1400,1.4,7.91
22,1420,1.411,7.39
22,1440,1.395,7.5
22,1460,1.382,7.59
22,1480,1.379,7.51
23,0,2.995,6.91
23,20,2.867,6.92
23,40,2.739,6.91
23,60,2.624,7.21
23,80,2.576,7.34
23,100,2.471,7.35
23,120,2.41,7.32
23,140,2.365,7.44
23,160,2.309,7.48
23,180,2.271,7.19
23,200,2.261,7.42
23,220,2.22,7.2
23,240,2.224,7.29
23,260,2.169,6.96
23,280,2.173,6.9
23,300,2.099,6.78
23,320,2.163,6.89
23,340,2.181,6.92
23,360,2.127,6.67
23,380,2.146,6.63
23,400,2.12,6.81
23,420,2.11,6.82
23,440,2.176,6.65
23,460,2.121,6.91
23,480,2.119,6.55
23,500,2.129,6.86
23,520,2.159,6.92
23,540,2.108,6.75
23,560,2.108,6.69
23,580,2.108,6.89
23,600,2.134,6.5
23,620,2.105,6.74
23,640,2.154,6.46
23,660,2.085,6.85
23,680,2.086,6.77
23,700,2.055,6.54
23,720,2.145,6.86
23,740,2.116,6.7
23,760,2.095,7.01
23,780,2.122,6.57
23,800,2.109,6.83
23,820,2.095,6.53
23,840,2.139,6.85
23,860,2.081,6.49
23,880,2.117,6.6
23,900,2.109,7.07
23,920,2.094,6.75
23,940,2.099,7.13
23,960,2.122,6.67
23,980,2.142,6.54
23,1000,2.092,6.74
23,1020,2.061,6.65
23,1040,2.049,6.66
23,1060,2.103,6.68
23,1080,2.1,6.66
23,1100,2.155,6.62
23,1120,2.112,6.96
23,1140,2.108,6.91
23,1160,2.093,6.7
23,1180,2.136,6.85
23,1200,2.122,6.55
23,1220,2.09,6.67
23,1240,2.06,6.74
23,1260,2.174,6.68
23,1280,2.083,6.81
23,1300,2.12,6.83
23,1320,2.1,6.7
23,1340,2.1,6.74
23,1360,2.14,6.72
23,1380,2.079,6.87
23,1400,2.166,6.67
23,1420,2.129,7.01
23,1440,2.154,6.98
23,1460,2.058,6.72
23,1480,2.079,6.73
24,0,3.106,7.58
24,20,2.962,7.35
24,40,2.764,7.76
24,60,2.591,7.69
24,80,2.476,8.31
24,100,2.402,8.54
24,120,2.312,8.42
24,140,2.28,8.61
24,160,2.166,9.1
24,180,2.219,9.24
24,200,2.151,9.46
24,220,2.173,9.81
24,240,2.141,9.18
24,260,2.095,8.85
24,280,2.074,8.53
24,300,2.114,8.27
24,320,2.077,8.22
24,340,2.064,7.98
24,360,2.031,8.05
24,380,2.013,7.66
24,400,2.026,7.52
24,420,2.009,7.6
24,440,2.05,7.52
24,460,2.044,7.61
24,480,2.046,7.24
24,500,2.037,7.46
24,520,2.05,7.37
24,540,2.039,7.24
24,560,1.985,7.29
24,580,2.02,7.55
24,600,2.02,7.28
24,620,1.992,7.17
24,640,1.996,7.41
24,660,1.967,6.95
24,680,1.995,7.17
24,700,1.982,7.53
24,720,2.043,7.07
24,740,2.083,7.14
24,760,1.992,7.27
24,780,1.988,7.25
24,800,2.036,7.51
24,820,2.052,7.26
24,840,2.012,7.28
24,860,2.008,7.37
24,880,2.019,7.25
24,900,1.973,7.07
24,920,1.994,7.3
24,940,2.041,7.34
24,960,1.94,7.07
24,980,1.975,7.22
24,1000,2.0,7.42
24,1020,2.045,7.28
24,1040,2.029,7.16
24,1060,2.036,7.44
24,1080,2.004,7.01
24,1100,2.041,7.2
24,1120,2.045,7.03
24,1140,2.02,7.16
24,1160,1.985,7.1
24,1180,1.986,7.06
24,1200,1.978,7.2
24,1220,2.007,7.17
24,1240,2.012,7.25
24,1260,1.993,7.22
24,1280,2.044,7.41
24,1300,2.029,7.05
24,1320,1.989,7.1
24,1340,2.015,7.11
24,1360,2.052,6.98
24,1380,1.996,6.82
24,1400,2.053,7.33
24,1420,1.99,7.42
24,1440,1.989,7.17
24,1460,2.006,7.37
24,1480,2.013,7.12
25,0,2.893,6.01
25,20,2.628,6.12
25,40,2.469,5.78
25,60,2.269,5.49
25,80,2.175,5.59
25,100,2.028,5.22
25,120,1.848,5.27
25,140,1.85,5.15
25,160,1.821,5.63
25,180,1.77,5.5
25,200,1.673,5.24
25,220,1.709,5.47
25,240,1.671,5.67
25,260,1.632,5.79
25,280,1.607,5.61
25,300,1.55,5.65
25,320,1.608,5.91
25,340,1.496,5.96
25,360,1.581,5.91
25,380,1.505,5.92
25,400,1.527,5.81
25,420,1.576,5.76
25,440,1.567,5.83
25,460,1.551,5.69
25,480,1.533,5.87
25,500,1.519,5.91
25,520,1.583,5.91
25,540,1.514,6.04
25,560,1.483,5.95
25,580,1.461,5.93
25,600,1.489,6.11
25,620,1.486,6.07
25,640,1.502,6.01
25,660,1.527,6.11
25,680,1.498,6.15
25,700,1.507,5.96
25,720,1.56,5.76
25,740,1.489,5.76
25,760,1.547,6.13
25,780,1.536,6.13
25,800,1.522,6.12
25,820,1.501,6.43
25,840,1.474,5.91
25,860,1.534,6.07
25,880,1.504,5.84
25,900,1.508,6.08
25,920,1.449,5.98
25,940,1.533,6.27
25,960,1.543,6.03
25,980,1.564,6.04
25,1000,1.514,5.76
25,1020,1.563,5.77
25,1040,1.514,6.05
25,1060,1.509,5.98
25,1080,1.512,6.23
25,1100,1.569,5.99
25,1120,1.501,5.85
25,1140,1.54,5.92
25,1160,1.486,5.75
25,1180,1.531,6.12
25,1200,1.516,6.13
25,1220,1.551,5.79
25,1240,1.564,5.87
25,1260,1.518,6.04
25,1280,1.498,6.14
25,1300,1.556,6.05
25,1320,1.537,6.01
25,1340,1.554,6.14
25,1360,1.48,6.11
25,1380,1.534,5.91
25,1400,1.549,6.2
25,1420,1.525,5.83
25,1440,1.495,5.93
25,1460,1.536,6.03
25,1480,1.511,5.96
26,0,2.997,8.77
26,20,2.768,9.08
26,40,2.569,9.41
26,60,2.538,9.64
26,80,2.392,9.77
26,100,2.325,10.32
26,120,2.25,10.76
26,140,2.116,11.0
26,160,2.106,11.0
26,180,2.004,10.47
26,200,2.026,10.17
26,220,2.016,9.84
26,240,1.986,9.83
26,260,1.94,9.63
26,280,1.913,9.37
26,300,1.995,9.28
26,320,1.89,8.78
26,340,1.908,8.69
26,360,1.936,9.05
26,380,1.884,8.96
26,400,1.902,9.12
26,420,1.869,8.66
26,440,1.924,8.43
26,460,1.862,8.62
26,480,1.877,8.81
26,500,1.861,8.65
26,520,1.825,8.73
26,540,1.852,8.71
26,560,1.895,8.5
26,580,1.819,8.63
26,600,1.904,8.76
26,620,1.877,8.47
26,640,1.884,8.83
26,660,1.884,8.76
26,680,1.878,8.43
26,700,1.934,8.65
26,720,1.889,8.51
26,740,1.899,8.39
26,760,1.918,8.55
26,780,1.865,8.38
26,800,1.879,8.72
26,820,1.917,8.62
26,840,1.874,8.48
26,860,1.868,8.4
26,880,1.878,8.76
26,900,1.851,8.59
26,920,1.926,8.76
26,940,1.895,8.64
26,960,1.809,8.64
26,980,1.902,8.71
26,1000,1.828,8.62
26,1020,1.851,8.39
26,1040,1.89,8.7
26,1060,1.84,8.39
26,1080,1.85,8.64
26,1100,1.873,8.51
26,1120,1.909,8.55
26,1140,1.85,8.38
26,1160,1.868,8.7
26,1180,1.86,8.49
26,1200,1.878,8.61
26,1220,1.862,8.58
26,1240,1.881,8.54
26,1260,1.825,8.77
26,1280,1.878,8.47
26,1300,1.846,8.6
26,1320,1.841,8.5
26,1340,1.855,8.5
26,1360,1.813,8.33
26,1380,1.893,8.67
26,1400,1.907,8.38
26,1420,1.892,8.48
26,1440,1.885,8.8
26,1460,1.862,8.73
26,1480,1.843,8.53
27,0,2.987,9.01
27,20,2.781,8.94
27,40,2.616,9.21
27,60,2.504,9.7
27,80,2.405,9.78
27,100,2.255,10.04
27,120,2.212,10.09
27,140,2.143,10.33
27,160,2.134,10.52
27,180,1.991,10.75
27,200,1.989,11.21
27,220,2.017,11.31
27,240,1.945,11.56
27,260,1.895,11.67
27,280,1.946,11.85
27,300,1.909,11.96
27,320,1.934,12.4
27,340,1.93,12.42
27,360,1.926,12.41
27,380,1.912,12.15
27,400,1.922,11.76
27,420,1.925,11.49
27,440,1.869,11.19
27,460,1.853,10.83
27,480,1.896,10.62
27,500,1.927,10.45
27,520,1.845,10.31
27,540,1.853,10.1
27,560,1.903,10.27
27,580,1.867,9.81
27,600,1.807,9.95
27,620,1.842,9.71
27,640,1.924,9.41
27,660,1.838,9.61
27,680,1.883,9.39
27,700,1.829,9.36
27,720,1.894,9.09
27,740,1.89,9.38
27,760,1.897,8.89
27,780,1.869,9.31
27,800,1.824,9.31
27,820,1.868,9.04
27,840,1.861,8.96
27,860,1.866,9.3
27,880,1.873,9.0
27,900,1.909,8.84
27,920,1.885,9.07
27,940,1.938,8.96
27,960,1.879,8.95
27,980,1.878,8.85
27,1000,1.835,8.98
27,1020,1.883,8.84
27,1040,1.827,8.59
27,1060,1.813,8.85
27,1080,1.81,8.9
27,1100,1.843,8.67
27,1120,1.914,9.04
27,1140,1.829,8.93
27,1160,1.865,9.1
27,1180,1.911,9.15
27,1200,1.836,8.81
27,1220,1.895,8.86
27,1240,1.923,8.93
27,1260,1.867,8.99
27,1280,1.881,8.98
27,1300,1.921,8.92
27,1320,1.891,9.13
27,1340,1.892,8.91
27,1360,1.844,8.67
27,1380,1.889,8.83
27,1400,1.9,8.79
27,1420,1.839,8.76
27,1440,1.833,8.81
27,1460,1.86,9.04
27,1480,1.895,8.84
28,0,3.087,10.01
28,20,2.91,9.55
28,40,2.712,9.19
28,60,2.634,9.32
28,80,2.561,9.24
28,100,2.483,9.28
28,120,2.381,9.31
28,140,2.37,9.16
28,160,2.339,9.37
28,180,2.268,9.7
28,200,2.254,9.61
28,220,2.181,9.6
28,240,2.19,9.88
28,260,2.2,9.77
28,280,2.186,9.76
28,300,2.143,9.87
28,320,2.166,9.9
28,340,2.142,9.77
28,360,2.166,9.78
28,380,2.093,9.62
28,400,2.161,9.76
28,420,2.179,9.77
28,440,2.177,10.02
28,460,2.141,10.05
28,480,2.111,9.92
28,500,2.142,9.44
28,520,2.123,9.73
28,540,2.155,9.47
28,560,2.109,9.82
28,580,2.102,9.68
28,600,2.097,9.73
28,620,2.119,9.65
28,640,2.151,9.81
28,660,2.112,9.6
28,680,2.135,9.73
28,700,2.15,9.86
28,720,2.124,10.14
28,740,2.102,9.95
28,760,2.125,9.85
28,780,2.09,10.19
28,800,2.125,9.85
28,820,2.134,9.76
28,840,2.127,9.87
28,860,2.146,9.76
28,880,2.113,9.73
28,900,2.166,10.0
28,920,2.142,9.76
28,940,2.155,9.86
28,960,2.175,9.89
28,980,2.094,10.1
28,1000,2.101,9.82
28,1020,2.069,9.86
28,1040,2.154,9.62
28,1060,2.146,9.92
28,1080,2.092,9.74
28,1100,2.165,9.84
28,1120,2.129,9.88
28,1140,2.135,10.05
28,1160,2.136,9.9
28,1180,2.171,9.84
28,1200,2.102,9.86
28,1220,2.152,9.98
28,1240,2.145,9.8
28,1260,2.023,10.04
28,1280,2.136,9.61
28,1300,2.174,9.73
28,1320,2.121,9.92
28,1340,2.112,9.88
28,1360,2.127,9.78
28,1380,2.077,10.02
28,1400,2.11,9.91
28,1420,2.101,9.89
28,1440,2.091,9.9
28,1460,2.116,9.87
28,1480,2.136,9.62
29,0,3.082,8.57
29,20,2.958,8.24
29,40,2.828,7.89
29,60,2.72,7.68
29,80,2.551,7.22
29,100,2.577,7.14
29,120,2.488,7.09
29,140,2.417,6.4
29,160,2.47,6.25
29,180,2.335,5.73
29,200,2.313,6.05
29,220,2.284,6.46
29,240,2.288,6.53
29,260,2.34,6.81
29,280,2.25,7.25
29,300,2.264,7.39
29,320,2.239,7.54
29,340,2.237,7.62
29,360,2.214,7.67
29,380,2.277,7.79
29,400,2.215,8.06
29,420,2.251,7.97
29,440,2.224,8.21
29,460,2.176,8.21
29,480,2.202,8.15
29,500,2.195,8.18
29,520,2.239,8.32
29,540,2.178,8.56
29,560,2.194,8.5
29,580,2.2,8.31
29,600,2.172,8.57
29,620,2.221,8.26
29,640,2.204,8.28
29,660,2.177,8.69
29,680,2.236,8.41
29,700,2.215,8.53
29,720,2.193,8.83
29,740,2.247,8.65
29,760,2.187,8.58
29,780,2.234,8.54
29,800,2.216,8.55
29,820,2.197,8.56
29,840,2.197,8.67
29,860,2.207,8.66
29,880,2.211,8.61
29,900,2.181,8.5
29,920,2.207,8.39
29,940,2.199,8.56
29,960,2.251,8.64
29,980,2.21,8.94
29,1000,2.147,8.41
29,1020,2.175,8.68
29,1040,2.182,8.51
29,1060,2.141,8.59
29,1080,2.156,8.72
29,1100,2.219,8.8
29,1120,2.195,8.36
29,1140,2.194,8.63
29,1160,2.239,8.64
29,1180,2.217,8.69
29,1200,2.217,8.53
29,1220,2.171,8.5
29,1240,2.192,8.79
29,1260,2.186,8.37
29,1280,2.165,8.63
29,1300,2.162,8.5
29,1320,2.21,8.54
29,1340,2.167,8.66
29,1360,2.203,8.39
29,1380,2.195,8.41
29,1400,2.178,8.9
29,1420,2.172,8.12
29,1440,2.178,8.69
29,1460,2.162,8.42
29,1480,2.224,8.56
30,0,3.168,8.54
30,20,2.924,8.81
30,40,2.746,8.01
30,60,2.64,8.32
30,80,2.559,8.3
30,100,2.414,8.4
30,120,2.307,8.06
30,140,2.253,7.99
30,160,2.206,8.31
30,180,2.179,8.42
30,200,2.159,8.42
30,220,2.098,8.28
30,240,2.073,8.44
30,260,2.106,8.18
30,280,2.003,8.45
30,300,2.02,8.53
30,320,1.987,8.63
30,340,1.989,8.26
30,360,1.998,8.46
30,380,1.967,8.56
30,400,2.007,8.65
30,420,1.97,8.63
30,440,1.966,8.69
30,460,1.947,8.84
30,480,2.033,8.68
30,500,1.986,8.64
30,520,1.958,8.69
30,540,1.994,8.66
30,560,1.981,8.59
30,580,1.984,8.58
30,600,1.999,8.92
30,620,2.003,8.56
30,640,1.962,8.55
30,660,2.007,8.72
30,680,1.992,8.64
30,700,2.001,8.87
30,720,1.991,8.85
30,740,1.999,8.86
30,760,1.965,8.72
30,780,2.01,8.84
30,800,1.984,8.5
30,820,2.02,8.79
30,840,1.958,8.71
30,860,2.003,8.95
30,880,2.042,8.57
30,900,2.005,8.91
30,920,1.993,8.6
30,940,2.017,8.64
30,960,1.984,8.85
30,980,1.977,8.93
30,1000,1.979,8.89
30,1020,1.988,8.75
30,1040,1.962,8.77
30,1060,2.017,8.55
30,1080,1.969,8.77
30,1100,2.005,9.07
30,1120,1.954,9.0
30,1140,1.976,8.74
30,1160,1.967,8.7
30,1180,1.982,8.7
30,1200,2.017,8.77
30,1220,2.015,8.78
30,1240,2.015,8.72
30,1260,1.964,8.72
30,1280,1.975,8.72
30,1300,1.958,8.54
30,1320,1.985,8.82
30,1340,2.032,8.67
30,1360,1.974,8.69
30,1380,1.977,8.72
30,1400,1.996,8.64
30,1420,1.945,8.86
30,1440,1.976,8.75
30,1460,1.948,8.87
30,1480,2.01,8.75
31,0,2.924,10.55
31,20,2.691,11.25
31,40,2.505,11.25
31,60,2.375,11.56
31,80,2.268,11.8
31,100,2.131,12.05
31,120,2.062,12.56
31,140,1.963,12.71
31,160,1.904,13.11
31,180,1.897,13.15
31,200,1.86,13.27
31,220,1.891,13.82
31,240,1.804,13.85
31,260,1.846,13.85
